"TIME","GEO","INDIC_ED","Value","Flag and Footnotes"
"2009","Netherlands","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.9",""
"2009","Austria","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","30.3","d"
"2009","Poland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.5","d"
"2009","Portugal","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.2","d"
"2009","Romania","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","21.6",""
"2009","Slovenia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","32.2","d"
"2009","Slovakia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","23.4","d"
"2009","Finland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.4",""
"2009","Sweden","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.2",""
"2009","United Kingdom","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.7",""
"2009","Iceland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.8","d"
"2009","Liechtenstein","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2009","Norway","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","24.4","d"
"2009","Switzerland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2009","Turkey","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2009","United States","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","30.8","d"
"2009","Japan","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","29.0",""
"2010","European Union (28 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.0","e"
"2010","European Union (27 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.0","e"
"2010","European Union (25 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.2","e"
"2010","Euro area (18 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.0","e"
"2010","Euro area (17 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.0","e"
"2010","Euro area (15 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.0","e"
"2010","Euro area (13 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.0","e"
"2010","Belgium","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.6","d"
"2010","Bulgaria","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","24.6",""
"2010","Czech Republic","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","23.6",""
"2010","Denmark","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","30.7","d"
"2010","Germany (until 1990 former territory of the FRG)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.7",""
"2010","Estonia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.2",""
"2010","Ireland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2010","Greece","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2010","Spain","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.2","d"
"2010","France","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.7",""
"2010","Croatia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","25.7",""
"2010","Italy","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","24.7","d"
"2010","Cyprus","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","38.8",""
"2010","Latvia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.8",""
"2010","Lithuania","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","25.0",""
"2010","Luxembourg","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2010","Hungary","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":","z"
"2010","Malta","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","35.4",""
"2010","Netherlands","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.6",""
"2010","Austria","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","29.6",""
"2010","Poland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","29.1","d"
"2010","Portugal","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2010","Romania","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","18.7",""
"2010","Slovenia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","32.4",""
"2010","Slovakia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","23.3","d"
"2010","Finland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.6",""
"2010","Sweden","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.5",""
"2010","United Kingdom","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","29.7",""
"2010","Iceland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.4","d"
"2010","Liechtenstein","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2010","Norway","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","23.5","d"
"2010","Switzerland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2010","Turkey","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2010","United States","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","31.5","d"
"2010","Japan","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","32.2",""
"2011","European Union (28 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.9","e"
"2011","European Union (27 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.9","e"
"2011","European Union (25 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.1","e"
"2011","Euro area (18 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.6","e"
"2011","Euro area (17 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.6","e"
"2011","Euro area (15 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.6","e"
"2011","Euro area (13 countries)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.6","e"
"2011","Belgium","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.3","d"
"2011","Bulgaria","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","23.2",""
"2011","Czech Republic","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","25.0",""
"2011","Denmark","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","30.7","d"
"2011","Germany (until 1990 former territory of the FRG)","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.1",""
"2011","Estonia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","25.5",""
"2011","Ireland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":","u"
"2011","Greece","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2011","Spain","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.5",""
"2011","France","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.9",""
"2011","Croatia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","25.7",""
"2011","Italy","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","24.0","d"
"2011","Cyprus","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","40.3",""
"2011","Latvia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.5",""
"2011","Lithuania","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","24.3",""
"2011","Luxembourg","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2011","Hungary","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":","z"
"2011","Malta","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","43.5",""
"2011","Netherlands","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.3",""
"2011","Austria","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","29.2",""
"2011","Poland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","28.4","d"
"2011","Portugal","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2011","Romania","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","17.5",""
"2011","Slovenia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","32.3",""
"2011","Slovakia","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","22.5","d"
"2011","Finland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.6",""
"2011","Sweden","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","27.3",""
"2011","United Kingdom","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","29.5",""
"2011","Iceland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","26.1","d"
"2011","Liechtenstein","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2011","Norway","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","22.3","d"
"2011","Switzerland","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents",":",""
"2011","Turkey","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","19.1",""
"2011","United States","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","30.2","d"
"2011","Japan","Annual expenditure on public and private educational institutions per pupil/student compared to GDP per capita, for all levels of education combined, based on full-time equivalents","31.3",""
