"TIME","GEO","INDIC_ED","UNIT","Value","Flag and Footnotes"
"2005","Croatia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","426.1","d"
"2005","Italy","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","61,152.2",""
"2005","Italy","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","15,030.9",""
"2005","Italy","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","29,260.0",""
"2005","Italy","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","10,541.9",""
"2005","Cyprus","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,070.0","d"
"2005","Cyprus","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","292.2","d"
"2005","Cyprus","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","480.3","d"
"2005","Cyprus","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","244.6","d"
"2005","Latvia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,279.6",""
"2005","Latvia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","199.8",""
"2005","Latvia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","697.6",""
"2005","Latvia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","222.7",""
"2005","Lithuania","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,990.1",""
"2005","Lithuania","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","296.9",""
"2005","Lithuania","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,034.3",""
"2005","Lithuania","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","417.8",""
"2005","Luxembourg","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,003.5","d"
"2005","Luxembourg","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","543.4","d"
"2005","Luxembourg","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","460.1","d"
"2005","Luxembourg","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2005","Hungary","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","7,812.4",""
"2005","Hungary","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,569.5",""
"2005","Hungary","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,373.8",""
"2005","Hungary","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,475.8",""
"2005","Malta","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","479.4","bi"
"2005","Malta","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","98.5","bi"
"2005","Malta","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","207.0","bi"
"2005","Malta","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","75.4","bi"
"2005","Netherlands","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","26,500.7",""
"2005","Netherlands","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","6,814.7",""
"2005","Netherlands","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","10,514.0",""
"2005","Netherlands","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","7,137.5",""
"2005","Austria","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","12,575.2",""
"2005","Austria","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,388.7",""
"2005","Austria","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","5,822.9",""
"2005","Austria","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,430.9",""
"2005","Poland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","24,030.9",""
"2005","Poland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","7,439.7",""
"2005","Poland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","8,978.1",""
"2005","Poland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","5,229.3",""
"2005","Portugal","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","9,825.0","d"
"2005","Portugal","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,010.4","d"
"2005","Portugal","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","4,004.1","d"
"2005","Portugal","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,780.4","d"
"2005","Romania","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","5,907.4",""
"2005","Romania","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,129.7","i"
"2005","Romania","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,307.1","i"
"2005","Romania","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,370.8","i"
"2005","Slovenia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,249.2",""
"2005","Slovenia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,028.0","d"
"2005","Slovenia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","543.1","d"
"2005","Slovenia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","491.1",""
"2005","Slovakia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,803.1","d"
"2005","Slovakia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","480.5",""
"2005","Slovakia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,370.7","d"
"2005","Slovakia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","588.7","d"
"2005","Finland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","8,486.0",""
"2005","Finland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,761.7",""
"2005","Finland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,558.5",""
"2005","Finland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,699.4",""
"2005","Sweden","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","16,994.9",""
"2005","Sweden","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","4,459.1",""
"2005","Sweden","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","6,532.5",""
"2005","Sweden","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,674.9",""
"2005","United Kingdom","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","85,658.5",""
"2005","United Kingdom","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","22,669.5",""
"2005","United Kingdom","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","38,879.3",""
"2005","United Kingdom","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","19,095.1","d"
"2005","Iceland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","657.0","d"
"2005","Iceland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","230.1","d"
"2005","Iceland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","221.1","d"
"2005","Iceland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","125.7","d"
"2005","Liechtenstein","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2005","Liechtenstein","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards",":",""
"2005","Liechtenstein","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards",":",""
"2005","Liechtenstein","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2005","Norway","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","12,833.9",""
"2005","Norway","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,211.5",""
"2005","Norway","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","4,281.2",""
"2005","Norway","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,153.4",""
"2005","Switzerland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","12,695.7",""
"2005","Switzerland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,455.6",""
"2005","Switzerland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","5,242.8",""
"2005","Switzerland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,252.5",""
"2005","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2005","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards",":",""
"2005","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards",":",""
"2005","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2005","Turkey","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2005","Turkey","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards",":",""
"2005","Turkey","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards",":",""
"2005","Turkey","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2005","United States","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","520,494.1","d"
"2005","United States","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","168,299.4",""
"2005","United States","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","187,574.2","d"
"2005","United States","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","134,241.5",""
"2005","Japan","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","113,212.8",""
"2005","Japan","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","40,423.4",""
"2005","Japan","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","43,442.4",""
"2005","Japan","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","19,531.7",""
"2006","European Union (28 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","586,669.3","e"
"2006","European Union (28 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","136,948.1","e"
"2006","European Union (28 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","259,760.2","e"
"2006","European Union (28 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","130,903.7","e"
"2006","European Union (27 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","584,217.1","e"
"2006","European Union (27 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","135,909.7","e"
"2006","European Union (27 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","259,216.8","e"
"2006","European Union (27 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","130,379.6","e"
"2006","European Union (25 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","573,045.3","e"
"2006","European Union (25 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","133,639.3","e"
"2006","European Union (25 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","254,892.3","e"
"2006","European Union (25 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","128,141.7","e"
"2006","Euro area (18 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","408,848.8","e"
"2006","Euro area (18 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","88,553.9","e"
"2006","Euro area (18 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","185,784.0","e"
"2006","Euro area (18 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","92,836.3","e"
"2006","Euro area (17 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","407,424.1","e"
"2006","Euro area (17 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","88,192.6","e"
"2006","Euro area (17 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","185,161.7","e"
"2006","Euro area (17 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","92,581.0","e"
"2006","Euro area (15 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","403,380.8","e"
"2006","Euro area (15 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","87,410.0","e"
"2006","Euro area (15 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","183,263.3","e"
"2006","Euro area (15 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","91,668.3","e"
"2006","Euro area (13 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","401,735.2","e"
"2006","Euro area (13 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","86,973.7","e"
"2006","Euro area (13 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","182,532.5","e"
"2006","Euro area (13 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","91,322.7","e"
"2006","Belgium","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","17,565.0","d"
"2006","Belgium","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","4,142.5","d"
"2006","Belgium","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","7,470.9","d"
"2006","Belgium","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,870.4","d"
"2006","Bulgaria","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,801.5",""
"2006","Bulgaria","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","552.3",""
"2006","Bulgaria","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,253.5",""
"2006","Bulgaria","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","484.3",""
"2006","Czech Republic","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","8,592.8",""
"2006","Czech Republic","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,165.6",""
"2006","Czech Republic","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","4,133.4",""
"2006","Czech Republic","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,294.1",""
"2006","Denmark","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","12,696.3","d"
"2006","Denmark","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,007.8",""
"2006","Denmark","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","4,695.9","d"
"2006","Denmark","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,603.5","d"
"2006","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","99,419.7",""
"2006","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","14,652.5",""
"2006","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","49,237.2",""
"2006","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","25,039.8",""
"2006","Estonia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","982.9",""
"2006","Estonia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","243.9",""
"2006","Estonia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","477.8",""
"2006","Estonia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","188.1",""
"2006","Ireland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","6,956.7",""
"2006","Ireland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,356.3",""
"2006","Ireland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","2,930.3",""
"2006","Ireland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,665.9",""
"2006","Greece","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2006","Greece","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards",":",""
"2006","Greece","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards",":",""
"2006","Greece","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2006","Spain","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","46,423.1",""
"2006","Spain","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","11,934.1",""
"2006","Spain","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","18,199.7",""
"2006","Spain","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","10,330.5","d"
"2006","France","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","90,827.7",""
"2006","France","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","18,251.1",""
"2006","France","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","42,829.1",""
"2006","France","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","19,446.0",""
"2006","Croatia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,452.2","d"
"2006","Croatia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,038.4","d"
"2006","Croatia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","543.5","d"
"2006","Croatia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","524.0","d"
"2006","Italy","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","68,156.8",""
"2006","Italy","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","17,200.5",""
"2006","Italy","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","32,472.4",""
"2006","Italy","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","11,168.1",""
"2006","Cyprus","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,159.9","d"
"2006","Cyprus","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","322.3","d"
"2006","Cyprus","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","508.5","d"
"2006","Cyprus","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","272.9","d"
"2006","Latvia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,424.7",""
"2006","Latvia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","361.3",""
"2006","Latvia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","622.3",""
"2006","Latvia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","255.3",""
"2006","Lithuania","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,147.2",""
"2006","Lithuania","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","323.0",""
"2006","Lithuania","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,119.8",""
"2006","Lithuania","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","441.7",""
"2006","Luxembourg","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,027.7","d"
"2006","Luxembourg","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","551.7","d"
"2006","Luxembourg","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","475.9","d"
"2006","Luxembourg","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2006","Hungary","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","8,148.0",""
"2006","Hungary","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,588.5",""
"2006","Hungary","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,500.0",""
"2006","Hungary","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,559.7",""
"2006","Malta","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","486.4",""
"2006","Malta","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","114.2",""
"2006","Malta","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","222.6",""
"2006","Malta","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","72.8",""
"2006","Netherlands","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","27,881.3",""
"2006","Netherlands","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","6,957.3",""
"2006","Netherlands","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","11,155.5",""
"2006","Netherlands","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","7,713.0",""
"2006","Austria","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","13,286.5",""
"2006","Austria","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,467.1",""
"2006","Austria","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","6,234.3",""
"2006","Austria","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,608.9",""
"2006","Poland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","24,551.1",""
"2006","Poland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","7,986.7",""
"2006","Poland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","9,595.3",""
"2006","Poland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,494.2",""
"2006","Portugal","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","10,023.0","d"
"2006","Portugal","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,024.1","d"
"2006","Portugal","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","4,050.7","d"
"2006","Portugal","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,908.8","d"
"2006","Romania","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":","u"
"2006","Romania","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards",":","u"
"2006","Romania","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards",":","u"
"2006","Romania","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":","u"
